,BTC,XRP,ETH,BCH,EOS,XLM,LTC,TRX,BSV,ADA,MIOTA,BNB,XMR,DASH,XEM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0,0,0.098111187144533,0.0303163746342791,0.0210297300446299,0.00000000000000000693889390390723,0,0.0855914161013644,0.144240153720841,0.148192959002574,0.074809031705976,0.206740440397094,0,0,0,0,0
XRP,0,0,0.18739966208632,0.0462647852771185,0,0,0.119140294307107,0,-0.00362111907067904,0,0,0.12669933228125,-0.00000000000000000346944695195361,0.0122313498935938,0.279885333952248,0,0,0,0,0
ETH,0,0.101349863665487,0,0.0577817687831533,0.14324668935192,0,0,0.177862426666199,0,0,0.12212051750956,0.0296609872118578,0.0668742239740237,0.221431805923478,0,0,0,0,0,0.02107591309266
BCH,0,0,0,0,0.241078194077533,0,0,-0.209320115463765,0.227057825011866,1.17824297603014,0.210947081839613,0.597376684557528,-0.328567402985953,-0.520611763571922,0,0,0,0,0,-0.0282471881016413
EOS,0,0,0.292599663047151,0.0691609667628228,0,0,0.104183167413335,-0.336630037162332,0,0.571744643927856,0,0.195803084691276,0,0.0727067764282131,-0.151060359975253,0,0,0,0,0.0521244880111566
XLM,0.326918541381953,0,0,0,0.105502057546516,0,0,0,-0.022791575703265,0.266480805985796,0.0845826539263418,0.0830929063257732,0.168456569295966,0,0.084813711114587,0,0,0,0,0
LTC,0,0,0.124314304676459,0.0854575603043548,0.31833516451516,0.0554950464474563,0,0,0.0514201528406898,0,0,0.123656228559222,0,0,-0.0216951496385787,0,0,0,0,-0.0752664725072542
TRX,0,0,0.00210280349835975,0,0,0,0,0,0,0.495502455552113,0,0.279674834743917,0,0,0.0737556232107533,0,0,0,0,0
BSV,0,-3.0155874284201,0.693750907919045,0.538808901995273,0.481364328950228,0,0,0.382121654876872,0,0,0.522187313451085,0.346040629597679,0,0.25101054235447,-0.248136931225951,0,0,0,0,0.0255604293063561
ADA,0,0,0,0.111024526111738,0.273268410744285,0,0,0.250870022919413,-0.00270651211853162,0,0.127866707690628,0,0.166090677137749,0,0,0,0,0,0,0
MIOTA,0,0,0,0.0212287252090042,0.219994260027147,0.321242470335629,0.0411896178988545,0,0.0744790238058651,0.026534728572132,0,0,0,0,0.269670694514813,0,0,0,0,0
BNB,0,0,0,0,0.200935009506766,0,0.319091158528521,0.181458008304093,-0.10425740754406,0.250587909869684,0,0,0.163473108857599,0,0,0,0,0,0,0
XMR,0.426261243501717,0,0,0,0.01352610838384,0,0.225605175617386,0.118745397426063,0,0.0441722831571261,0,0,0,0.279500322258818,0,0,0,0,0,0
DASH,0,0,0.0707235547154435,0,0.00391448982284138,0.163595257559337,0.194987024058815,-0.212678155477361,0,0,0.210536067901631,0.178355606498627,0.438583206037669,0,0,0,0,0,0,-0.0475002349650721
XEM,0,0.0410544843338853,0.0408493266204927,0.114197346234845,-0.159326929354303,0.166809179458634,0,0,0.0310615882536529,0.406951376629134,0,0,0.172860632164044,-0.0717608480015343,0,0.135667195277675,0,0,0,0
BV010082.INDEX,0,0,0,-0.0552289660680416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0375117286254385
CVIX.INDEX,0,0,0.204688286050023,-0.119091236921306,-0.318039804391337,0.348248777713179,0,-0.338047931706931,0.0481368503226767,0.221264142892023,0.0876484888002793,-0.188729272676293,-0.447080808790581,0.381196455924778,0.0475755621262446,-0.186986885648122,0,0,0,0.0158229290505917
DXY.INDEX,0,0,0,0,0.000822954438517454,0,0,-0.0416237602042151,0.00402358639057702,0.0120535381922559,0,0,0,0,0.0351693375265701,0.0584109208392295,-0.00563409999288014,0,0,0.00636301626871597
SPX.INDEX,-0.0350171713851043,0,0,0,0,0,0,0.00229013988349484,0.0164885015439962,0,-0.0275543567139151,-0.0160170238571695,0,-0.00969494760594976,0.0276728768023228,0.0592475925998154,-0.0127842013405831,0,0,-0.119878323566254
VIX.INDEX,0,-0.747673986803762,-0.326850480217357,0,0.183056066553758,0,0.0492517860799075,0.299261022546504,0.00000000000000000173472347597681,0.394327711042239,0.114980713624946,0.148590990212467,-0.263486442528275,0.0265311632575043,0,0,-0.46757642894207,0,-4.14443415856391,0
