,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,MIOTA,TRX,NEO,XMR,DASH,XEM,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.31026941623641,0,0,-0.0176211353263095,0,-6.93889390390723e-18,0,0.0584684852715054,0,0,0.173784311967717,0.0594399366197165,0.0513933256877501,0.0898556116595649,0,0,0,0,-0.00474486582011008
ETH,0,0,0.356884908875805,0.0832303552567118,0.0321608769599694,0,0.176895200492242,0,0.120008245145446,0.0353671780861275,0,0,0,0.0111866805346372,0.132201785786842,0,0,0,0,0.00344490988203101
XRP,0,0.113326155424006,0,0.0613909457274309,0.0530423316356155,0.0681225882065767,0.0170558888236892,0.118134429503969,0.0533869878017725,0.191531843418108,0,0,0,0.103238168715215,0,0,0,0,0,0.0389519827279422
BCH,0,0.255431867187155,0,0,0.11623666215748,0.134143754242267,0.115688505620575,0,0.17487533250176,0,0,0,0,0.0673513369789703,0.117547936460591,0,0,0,0,0
EOS,0,-0.147047304847005,0.38536700027856,0,0,0,0.602372259167855,-0.419159620688835,-0.0124122832186,0.243447652404184,0,0.584652740879191,-0.443876766033994,0.258357191120436,0.13683173878992,0.11391575171405,0,0,0,0
LTC,0,0,0.17386388655927,0.246518887310171,0.0721600133312051,0,0.0592772848006514,0,0,0,0,0,0,0.274844383764719,0.0226615693181157,0,0,0,0,0
ADA,0,0,0,0.0308653871592151,0.171199746698374,0,0,0,0.124896139983395,0.31578977828296,0,0.0775771233625102,0,0.112283225870586,0.0184688617165682,0,0,0,0,0
XLM,0,0,0,0.0663189129719115,0.200443505494151,0,0.282501037589903,0,0.0359764115915868,0.0699447338685392,0,0.0503044170505052,0.107589305534597,0,0,0,0,0,0,0
MIOTA,0,0,0,-0.262601301995359,0.0389794736189743,0,0.668804066010416,0.401524452257427,0,0.0670473907161505,0.159758715187371,0,0,0,0.0273414230338922,0,0,0,0,0
TRX,0,0.0027935612815607,0.643601503884849,0,0.109856833762688,0,0,0.0980217447599606,-0.103576453303115,0,0.0481493669467487,0.384407789491876,0.00603579147432836,0,0,0,0,0,0,0
NEO,0,0,0,0,0.0858972545395434,0,0,0.0919995080312731,0.0769447651149394,0.00911058696827333,0,-0.0793905566409162,0,0.592474663876667,0,0,0,0,0,0
XMR,0.363780214598446,0.194507032967397,0,2.77555756156289e-17,0.139219636277207,0,0.0666841043482349,0,0,0.139041411626512,0.131727606376755,0,0,0.0621774681950444,0.103312003088893,0,-0.460328261124918,0,0,0
DASH,0,0.113490661903008,0,0.021562468531001,0,0,0,0,0.0889273495796065,-1.73472347597681e-18,0,0.0705478600313994,0,0.29872327813143,0,0,0,0,0,-0.0440962396045858
XEM,0,0,0.204438572538154,3.46944695195361e-18,0.0107375661760514,0,0,0.0794122188102806,-0.147505989317912,0.0462037632760264,0.65891368909603,0.114267434640701,0,0,0.0419461286875072,0,0,0,0,0
ETC,0.338398682104328,0,0.621507133801857,0.139808524543374,0,0,0,0,0.0508645172941949,0.0675531530986311,0,0,-0.106403230632,0.0713324107010371,0,-0.303752692700178,0,0,0,-0.183903446361675
BV010082.Index,0.0208651335532388,0.129956823489257,-0.255847948460389,0,-0.152210714088957,0.0802272642920215,0,0,0,0.158255123927833,0,0.142228888941622,0.0312308375306918,-0.121636787414137,-0.0630075393306343,0,0.132060695110887,0,0,-0.217051265682997
CVIX.Index,0,0,0.248371489983176,0.191098671856761,-0.00890186349676302,0,-0.0986098729176848,-0.0639129780007521,0,0,0,0,-0.157718056398579,0,0,0.22758401105779,0,0,0,0.139184115728719
DXY.Curncy,0,0,0,0.0180929571328836,0.0164658381525738,0.0359151602098982,-0.0404425553223403,4.33680868994202e-19,0,0.0181034655991638,0.0246715572033254,-0.00368463068884626,0,-0.0766331939891316,0.0121366466353796,-0.0234177787861748,0.0252576462305735,0,0,0.0105475833184983
SPX.Index,0.0217898286162173,0,0,0.0167634540512144,-0.00335540890823511,-0.0269400449590117,0,-0.0077857469396224,-0.0222292884110855,0.0131100434333925,0,0,0,0,0.0097122996368958,0,0,0,0,-0.0629955104731247
VIX.Index,0,0.176149940891587,0,0.0696822589995831,-0.25240588374244,0,0.24789201896179,-0.167056116018607,-0.0610116971441951,0.37814948236155,0.0564067383525883,-0.165610125468515,0.0811099679870996,0.281305468534676,-0.632576889120939,-0.356053645025409,0.527762743997528,0,-5.0236802596601,0
