,BTC,XRP,ETH,BCH,EOS,LTC,XLM,TRX,BSV,ADA,BNB,MIOTA,XMR,DASH,XEM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.00381718778880393,0,0.00520857934974175,0.0574923479859562,0,0.0289740294671764,0,0.124806334186065,0.102424752067295,0.349366608830581,0,0.134008974450794,0,0,0,0,0
XRP,0,0,0.198515309674409,0.011316822897045,0.0272087297156663,0.142467067470936,0,0,-0.0174663559540541,0,0.12732521475231,-0.0320070139243117,0,0.0758319961660546,0.238062665902113,0.132771931023126,0,0,0,0.0414341178615633
ETH,0,0.244935803024358,0,0.0963171191248391,0.128812239939993,0,0.0285985563817838,0.152441054283763,0,0,0,0.145743209258178,0,0.153513028984881,0,0,0,0,0,0
BCH,0,-0.589329635943592,0,0,0.465905790015848,0,0.231732367862477,0.0483311833954723,0.0861363959389811,0,0.00266448503938044,0.0672865395065985,0,0.352476843907057,0.38343942428209,0,0,0,0,0
EOS,0,0,0.254427257185947,0.0540375626241894,0,0,0,-0.3150369383897,0,0.556514493119292,0.173666094550099,0,0,0.136069599563737,-0.0770096691878883,0,0,0,0,0.0412155629000089
LTC,0.177875335370864,0,0.194261041472582,0.036699453603304,0.202190096019644,0,0.184837767213863,0,0.130620766726865,-0.00000000000000000173472347597681,0.11168951575777,0,0,0,-0.164944530527099,0,0,0,0,-0.0902308962552296
XLM,0.677575424712788,0,0,0,0.109139512902692,0,0,0.0962400896925444,-0.0243975089244363,0.0761411234669304,0.0157768238719416,0.0537829775053024,0.104966653218563,-0.0407746965605551,0.135015205142602,0,0.183012769387414,0,0,0.0317885008934452
TRX,0,0,0.131098843995053,0.0342759682599915,-0.261261522471978,0,0,0,0,0.498406874754319,0.342475922228543,0,0.0928207138444575,0,0.0815908240268916,0,0,0,0,0.159897273837024
BSV,0,0,0.170333137203546,0.634997885864939,0.247223862884122,0,0,0.195432979005029,0,0,0.268370643602694,0.0238769845618984,-0.625205895859528,0.154312298886697,-0.706554535370735,0.844457813161813,0.302078395855794,0,0,0
ADA,0,0,0.177794482468939,0.0714028174441745,0.288216072304788,0.000650309436020705,0,0.170979303411609,-0.0314893592286477,0,-0.028600682536535,0.117680739902487,0.163689021334987,0,0,0,0,0,0,0
BNB,0.592791348093288,-0.220889511608383,0,0.0604688658494075,0.240287614972901,0.0125185141322547,0.248525376034571,0,-0.221223675167328,0.300637342710941,0,-0.00908209736521707,0,0,-0.173877186980036,0,-0.115604010171231,0,0,0.00618857399876717
MIOTA,0,0,0,0.0171530611763049,0.27522480738451,0,0.164996294730745,0,0.0742286240360136,0,0.15932526072716,0,0,0,0.367002157008563,0,0.290994155849587,0,0,-0.0461937218414304
XMR,0,0,0.196507075632735,0.0401834167984379,0.0417189419913061,0.0644617117833822,0.317600763032216,0,0,0.138994635071095,0,0,0,0.0465361111293513,0,0,0,0,0,-0.0511676417696043
DASH,0,0,0,-0.132889887824866,0.140279767565577,0.149956872243748,0.397146755078324,-0.248194911538294,-0.0275997742877352,0,0.143631006889267,0.157857584573265,0.459312360066499,0,0,0,0,0,0,0
XEM,0,0.456966850821641,0.0308322371085842,0.0419169468059324,-0.0645632232315271,0,0.246794748505089,0.0802147300982308,0.0834373289047896,0,0,-0.0059219370361358,0.133658950135408,0,0,0,0,0,0,-0.122431643985046
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.255782753923306
CVIX.INDEX,0,0,0.273564226133213,0,-0.165621160420636,0,0.156104898788915,-0.337213158943956,0.0361462982815401,0,-0.186091093317465,0.110279671603388,-0.265554284935037,0.204514112893813,0,-0.280388458938367,0,0,0,-0.0117676477139546
DXY.INDEX,0,0,0,-0.00169910667650187,0.00633614876270618,0,0,-0.035253093885966,0.00212836075338186,0,-0.00396225857371189,0,0,0.00536121234220773,0.032861725596424,0.0505381872815243,0,0,0,0.0053810245661031
SPX.INDEX,0,0,-0.0341022112323925,0,-0.0230905594607321,0,0,0.0151703692618838,0.00517797754092868,0,-0.00729619428032528,0,0,-0.0161565019082141,0.0284856070068324,0.0799026262449225,-0.0886286732855436,0,0,-0.139442951539654
VIX.INDEX,0,0,-0.466505651463354,-0.0732237320714654,0.000216014177060908,0,0,0.245943338132965,0,0.367637410561581,0,0.146138759127318,-0.33184229683048,0,0,0,-0.633322272282592,0,-4.53634976691359,0
