,BTC,ETH,XRP,BCH,EOS,LTC,BNB,XLM,ADA,TRX,XMR,DASH,BSV,XTZ,MIOTA,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.208162103756719,0.0583145520069708,0.0876770749924313,0.0517610534954081,0,0.00607677491989448,0.0388065039359349,0,0,0,0.0248043586024241,0.0389870518153899,0.011066699561392,0.0413241312763412,0,0,0,0,0
ETH,0,0,0.384716835702145,0.0034139010821185,0.241395512606266,0.0916267574016345,0.000000000000000000867361737988404,0.00376551780621811,0,0,0.0890569610548798,0,0,0,0.132015627790692,0,0,0,0,0
XRP,0,0.19631439532285,0,0.00729742396050672,0.0814196173652611,0,0.0318745488592979,0.104777221993032,0.0105860762044054,0.0825237392186248,0.0920990023963894,0,0.0297537343673094,0.0547372604511013,0,0,0,0,0,-0.0272194599963083
BCH,0.344728724726059,0.0232473740727619,0,0,0.0830051134130873,0.316211590356709,-0.0726321491678094,0.0480593980010721,0.275433542231273,0,0,0,0.0827800688822818,0.00673219530408806,0,0,0,0,0,0
EOS,0,0.642967717632633,0,0.133076608019028,0,0.332295825839552,0,0,0,0,0,0,-0.148753991865911,0,0.169214937157856,0,0.0561262389383557,0,0,0
LTC,0,0,0,0.210989228721025,0.241615344794875,0,0.122186902647355,0,0.140823291286254,0,0,0,0.172157403533837,0.0454894988502964,0,0,0.0374238360330837,0,0,0.0176950939292291
BNB,0,0,0,-0.0667042817520311,0.00000000000000000346944695195361,0.178704056426407,0,0.0457885488984871,0,-0.398512456824161,0.635028156293164,0,0,0.0495989118440969,0,0.152928447093389,0,0,0,-0.262976110170775
XLM,0,0.173196996937628,0,0.0604764945763894,0,0,0,0,0,0.0266613099963995,0.163675716618488,0.242123943436402,0.167120744201864,-0.0488266980559599,0,0,0,0,0,-0.0490693650875841
ADA,0,0,0.290845726857947,0.250130715921489,0,0.265498314373134,0,0.0831334540067104,0,0.0741567661929755,-0.1095152379459,-0.00000326093157399648,0,0,0.117613090619761,0,0,0,0,0
TRX,0,0,0,0,0.119432240312577,0.0890640762644036,0.0390686684222644,0.26474707961919,0,0,0.240311824687711,0.0601481001625846,0.0811336704300439,0.102090579280797,0,0,0,0,0,0.118152725664539
XMR,0,0.236224576073601,0,-0.00807116774704527,0,-0.0907058727205487,0.144867856127225,0.188539204991953,0.0313431884107238,0.187229816685132,0,0.163406156339341,0,0.0201646770731604,0.0626610400450252,0,0,0,0,0
DASH,0,0.479471710992805,0,0,-0.0442732792315272,0,0.078864284847375,0.13687262859474,-0.0273946214243088,0,0,0,0,0,0,0,0.0929726794031905,0,0,-0.000965513149182355
BSV,0,0.353257333346953,0.183004150005986,-0.581185935453416,-0.486277503863223,1.63591714661215,-0.748783814339625,0,0.0432082096133658,0,-0.409741233301078,0.673182190100677,0,0,0,0,0.170062837171202,0,0,0
XTZ,0,0,1.0672970897255,-0.232395427402481,0.439269776968128,0,-0.147374646356636,0,0.181138695874291,0.00000000000000000693889390390723,-0.457145501624952,-0.252904134589664,-0.134087564896626,0,0,0,-0.808775329061407,0,0,0
MIOTA,0,0.386745170554328,0.235915716845145,0,0,-0.0853217937414842,0.0610976294554791,0.0476600103040905,0.152042430896982,0,0,0,0.0155749432847102,0,0,0,-0.0659905752914244,0,0,0
BV010082.INDEX,0,0,0,0.0466152391725917,0,0.183789493895527,0.0255962599620932,0,-0.323673655281283,0,0.183683584817713,0,0,-0.0852898758227567,0,0,-0.214911725252253,0,0,0
CVIX.INDEX,0,0,0.134873502825515,-0.0151945978706682,-0.0303577690140754,0.105380261854361,0,0,0,0,0,0.0716276887751658,-0.114531363648142,-0.274168902047289,0,-0.586179685544755,0,0,0,-0.112811927942662
DXY.INDEX,0,0.0134229544721337,0.012086380697305,0.0127062907540858,0,-0.0182270537725549,0,0.012373046602302,-0.000333368031866628,0,0.00688227160751557,0.0205282775005934,0.00871598625815126,0.00328325962382352,-0.0830500110900776,0,0.0257241216349473,0,0,0.0124346903480435
SPX.INDEX,0,0,0.0301043775277616,0.0270171079072445,0,0,0.00714002316200808,0,-0.0343232974403612,0.00208335355693817,0.050056352747159,-0.0145025104054583,0,0.00237740012495405,-0.0314392970563494,0,0.00348344319972207,-0.0278749444900257,0,-0.0771183027016157
VIX.INDEX,0,0,0,0,-0.459722936051933,0,0.07018521185444,0,0,0.31689736216654,0.383967964493732,-0.106758560982387,0,0.119541693800171,0.0128813231379541,-0.373327794707299,0,0,-5.07171025826518,0
