,BTC,ETH,XRP,BCH,EOS,LTC,XLM,ADA,MIOTA,TRX,XMR,NEO,DASH,BNB,ETC,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.128121046800616,0,0,-0.0178989115739589,0,0,0,0.124351087881265,0.0997638870096464,0.114638933082445,0,0.0745497250279503,0.0544998914433417,0.08553415928016,0,-0.0334576172490802,0,0,-0.0153232364036718
ETH,0,0,0.250804220101016,0.212886831322633,0.02809090348214,0,0,0.119353116847059,0.0666746136952646,0.0721959017476842,0,0,0,0.13896218063743,0,0,0,0,0,0.0051319470669932
XRP,0,0.0336728405120705,0,0.135112545973961,0,0.160559121022022,0.043164239036251,0.207116393976122,0,0.162192383734913,0.0266139502771882,0,0,0,0,0,0,0,0,0.081463401096015
BCH,0,0.297796435648564,0,0,0.0829318780613993,0.177129070350664,0,0.0961858340314364,0.134819036378925,0,0,0.0522271471191848,0,0.0255575307064802,0.102476683499575,0,0,0,0,0
EOS,0,0,0,0,0,-0.210923643535154,0,0.485457017336799,-0.0859084292528504,-0.353768340107835,1.00534473210261,0.337606519338081,0,0.299257863267565,0,0,0,0,0,0
LTC,0,0,0.359134442633153,0.0420684384637619,0.0719994254237896,0,0,0.115130512323774,0,0,0,0.104240836381194,0,0,0.124033930399126,0,0,0,0,0
XLM,0,0,0,0.0836832042843049,0.210713823610572,0,0,0.243678246551333,0.0576777488670795,0.0891254663940985,0,0,0.0869670402588438,0,0,-0.104631638750149,0,0,0,-0.00269650203247962
ADA,0,0,0.052810929507661,0.161685632659698,0.124360848372593,0,0.139342621046904,0,0.0611010931117163,0.185008437941189,0.160889142878234,0,0,0.0395845115963281,0,0,0,0,0,0.0426293167181353
MIOTA,0,0,0,-0.0997805248046493,0,0.236659295134701,0.157427571560499,0.346723869008504,0,0.197925439394101,0,0.124898638257071,0,-0.0110730815020601,0.0120562258492693,0,0,0,0,0
TRX,0,0,0.66341269548773,0,0.0969188138359418,0,0.113596984423144,0,-0.0994767405030716,0,0.382963100316116,0.0218007953684017,0,0,0,0,0,0,0,0
XMR,0,0.0619969495561884,0,0.258964892139213,0,0,0,0.16786461928653,0.0968997503769796,0.16194876121541,0,0,0,0,0.167885928210387,0,0,0,0,0
NEO,0,0,0,0,0.00861620942255107,0.257785781476905,0.108441340851108,0,0.16765360141393,0.017838406668428,0,0,0.248233201021952,0.178336308674537,0,0,0,0,0,0
DASH,0,0.00000000000000000693889390390723,0,0.311176669161788,0,0,0,0.00000000000000000346944695195361,0.106524276428181,0.0211144437818607,0,0.0141460953658593,0,0.152162539319204,0,0,0,0,0,-0.0018501729862942
BNB,-0.288230237642104,0.414459153044699,0,0,-0.0969457895291954,0,0,0.243287909524609,0.108846070151873,0,0,0.131215777242836,0,0,0.0906186515789808,0,-0.427404653177688,0,0,0.110891328179809
ETC,0.253767576787947,0,0.621187935766456,0.039992125310525,0,0,0,0,0.0663092805261136,0.115453828379388,0,0,0,0.0820335869871814,0,-0.12288960976568,0,0,0,-0.199627343007699
BV010082.INDEX,0.00735931681541867,0.123781257194383,-0.35007172943561,0,-0.107906961840704,0.0369082337754496,0,0,0,0.025335260558168,0.185334463260565,0,0.0788078944439726,0,-0.0294923132297695,0,0.103581562454005,0,0,-0.230216762660823
CVIX.INDEX,0,0.135188906046467,0.103188888706523,0.114658597929747,0,0,-0.0406491194746221,-0.0288899723663924,0.0857944332987846,0,0,0,-0.416906246296164,-0.128173931108614,0.0685513279569495,0.6076711096265,0,0,0,0.128700736155181
DXY.INDEX,0,-0.00624420415477225,0,0,0.0116518614795355,0,-0.00477086423008336,0,-0.0140567548375191,0.0137539634723569,0.0158267205294508,0,-0.0216191445929891,0,0.0119931906131083,-0.0646973121425857,0.0112635142356207,0,0,0.00241296851325427
SPX.INDEX,0.00860263240592418,0,0,0.0266542932443469,-0.00846097840965311,-0.029269244040683,0,0,-0.0128606550573833,0.0125300139223266,0,0,-0.0151422190387653,0.00528844806743361,0,0,0,0,0,-0.0631222173573549
VIX.INDEX,0,0.320623072279843,0,0,-0.28676022860153,0.153030713527626,-0.109928283896989,0.214363109277562,-0.154905403065315,0.00000000000000000693889390390723,-0.265288779626265,0.326689908906276,0.0000000000000000277555756156289,-0.2815326276896,-0.0413613264806079,-0.17161267805629,0,0,-3.07046170294781,0
