,BTC,ETH,XRP,LTC,ETC,DASH,XEM,MIOTA,XMR,EOS,ZEC,NEO,DOGE,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.0395209108775934,0.0930327102364857,0.341117311698296,0.00794089547203741,0.0822609778942602,0,0,0.0156968642766753,0.00877024229149019,0,-0.0143329730557365,0,-0.0958743978575314,0.150461470980081,0,0,0,0,0.0694451081126801
ETH,0,0,0.0132032009790881,0,0.289575789849508,0.00602637967631544,0,0.0843056221622535,0.0350560002577412,0.0759697111711684,0.163241848380843,-0.0561155597790248,0.248551496027087,0,0,0,0,0,0,0.0806819702969156
XRP,0,-0.0638686361228708,0,0.0860207715433909,-0.161356157451456,0.388060959182697,0.0579730406470801,0,0.0856727060400541,0.0560887006451686,0,-0.111573407340298,0.0824635026339675,0.299402886922897,0,0,-0.416569839542923,0,0,0.511019629186053
LTC,0.194316961967408,-0.0145596959502167,-0.194470845149002,0,0,0,0.270826204075494,0,0.132098761224038,0,-0.0292494258211478,0.231647579333934,0,-0.0880934605829238,0.0874840052912851,0,0,0,0,0.0344319343677668
ETC,0,0.234471525921898,-0.0902878175333023,0.262056585510648,0,0.245525205043883,0,0,0,0.0389343533703649,0.0218482180930079,0.0108817431770919,0.0961723363125474,-0.121544727400047,-0.0325438298386517,0,0,0,0,0
DASH,0.0715734094091913,0.208980301572494,0.223280305863948,0,0.206600231697077,0,-0.174785004733682,0,0.292182936004598,0,-0.0323808992147896,0.100645525708903,0,0,-0.0165189891163861,0,0,0,0,0
XEM,0.544447928472585,0,0,0.130304666371924,0.0266775677433107,0,0,-0.0069944426201678,0,0.104018247683714,-0.14911798377457,0.0341855460476963,0.135137508274404,0.327956613781186,0,0,0,0,0,0
MIOTA,0,0,0,0,0,0,0,0,0,0.0726032345583555,0.320588087661676,0.137235083005431,0,0.242639137465864,0.141853247486709,0,0,0,0,0
XMR,0,0,0,0.29765160127509,-0.0922123266893711,0.463169732424782,0,0,0,0,0.15142928977664,-0.180841894442181,0,0.255464584383933,0.0577417784622246,0,0,0,0,0
EOS,0,0.308751284073272,0.30412227776502,-0.246690931373603,0,-0.0562869240872364,0,0,0,0,0.225443489011201,0.133423596493431,-0.0922822914006949,-0.0240014193240452,0.183068329234481,0,0,0,0,0.0707640585301603
ZEC,0,0.238249709500664,0,0,0,0,0,0.0622308385969649,0.0146585951409065,0.0355242858514913,0,0.0724624633348454,0.169714503733179,0.172874590699882,0,0,0,0,0,0
NEO,-0.0695052951278191,1.0341685068633,0,1.29599257127221,0,1.26116523085829,0.367787620794441,-0.573206167381763,-1.50788331447841,0,0.298226194899279,0,-0.412158756967259,-0.049139645584593,0.369464966246959,0,-2.98941090399209,0,0,0
DOGE,0,0.0119990617302948,-0.0392464017754659,0.104848308825149,0.193739231699474,0,0.49742858735546,0,0,-0.0686606578470671,0,0.0174855708031781,0,0,0.192683299205829,0,0,0,0,0
XLM,-0.0998712588810979,0,0.771868399183717,0.23950575877726,0,0,0,0.115566459843759,0.180763356813541,0.0867864074015766,-0.0681846219842733,0.0126549456155225,0,0,0.118599768185666,0,0,0,0,-0.0746957304785527
DGB,0,0,0.0845232243636472,-0.00814427772514652,-0.153598526073424,-0.178116253447953,0,0.141599919037332,0,0.197024137877502,-0.841276992194451,0.150034173474588,0.74271128383929,0.764391089714413,0,0,0.992584447180183,0,0,0.0857065444383265
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0.00599449292379191,-0.00713984354869058,0,0,0.0198960489071062,0,0,0,0,0.0387664503996462
CVIX.INDEX,-0.107526087143908,0,0,0.0164043353859968,0.00255691264793437,-0.0286689459571063,0.0907441415204649,0.0129829412853148,0.0767232651802515,0.0191956278143948,-0.044775002425172,-0.0201973491191091,0.0566349787664676,-0.0899755011545257,-0.0101337856648997,-0.492590525323728,0,0,0,0
DXY.INDEX,0,0,0,0,0.0119714770180134,0.00028757490763907,0,-0.00259983265013312,0,0.00538429499620059,0.00404103189662035,-0.00679065020052574,0,-0.00779030946787357,-0.0068617102155956,0,-0.0038356241577705,0,0,-0.0172347379327468
SPX.INDEX,0,0.00914233368199451,0.00339557112221683,0,-0.000757976826944442,0.00918928491508961,0,-0.00232742676758891,0,0,0,-0.00292047900290563,-0.00322361097441251,-0.000972405823719363,-0.0026380923451305,0,0,0,0,-0.0578470992172773
VIX.INDEX,0.0923319822811968,0.167982918653653,0.37888125699649,-0.0936296627890431,0.29183414264044,0.29146598647567,0.00000000000000000346944695195361,-0.00000000000000000346944695195361,0,0.0863150935066206,-0.146384188934546,-0.169283202804783,0,-0.429856045946155,-0.132574833866511,0,0,0,0,0
